"No";"Suhu";"Lembab";"Kenyamanan"
8194;81;12;"Tidak Nyaman"
8195;81;13;"Tidak Nyaman"
8196;81;14;"Tidak Nyaman"
8197;81;15;"Tidak Nyaman"
8198;81;16;"Tidak Nyaman"
8199;81;17;"Tidak Nyaman"
8200;81;18;"Tidak Nyaman"
8201;81;19;"Tidak Nyaman"
8202;81;20;"Tidak Nyaman"
8203;81;21;"Tidak Nyaman"
8204;81;22;"Tidak Nyaman"
8205;81;23;"Tidak Nyaman"
8206;81;24;"Tidak Nyaman"
8207;81;25;"Tidak Nyaman"
8208;81;26;"Tidak Nyaman"
8209;81;27;"Tidak Nyaman"
8210;81;28;"Tidak Nyaman"
8211;81;29;"Tidak Nyaman"
8212;81;30;"Tidak Nyaman"
8213;81;31;"Tidak Nyaman"
8214;81;32;"Tidak Nyaman"
8215;81;33;"Tidak Nyaman"
8216;81;34;"Tidak Nyaman"
8217;81;35;"Tidak Nyaman"
8218;81;36;"Tidak Nyaman"
8219;81;37;"Tidak Nyaman"
8220;81;38;"Tidak Nyaman"
8221;81;39;"Tidak Nyaman"
8222;81;40;"Tidak Nyaman"
8223;81;41;"Tidak Nyaman"
8224;81;42;"Tidak Nyaman"
8225;81;43;"Tidak Nyaman"
8226;81;44;"Tidak Nyaman"
8227;81;45;"Tidak Nyaman"
8228;81;46;"Tidak Nyaman"
8229;81;47;"Tidak Nyaman"
8230;81;48;"Tidak Nyaman"
8231;81;49;"Tidak Nyaman"
8232;81;50;"Tidak Nyaman"
8233;81;51;"Tidak Nyaman"
8234;81;52;"Tidak Nyaman"
8235;81;53;"Tidak Nyaman"
8236;81;54;"Tidak Nyaman"
8237;81;55;"Tidak Nyaman"
8238;81;56;"Tidak Nyaman"
8239;81;57;"Tidak Nyaman"
8240;81;58;"Tidak Nyaman"
8241;81;59;"Tidak Nyaman"
8242;81;60;"Tidak Nyaman"
8243;81;61;"Tidak Nyaman"
8244;81;62;"Tidak Nyaman"
8245;81;63;"Tidak Nyaman"
8246;81;64;"Tidak Nyaman"
8247;81;65;"Tidak Nyaman"
8248;81;66;"Tidak Nyaman"
8249;81;67;"Tidak Nyaman"
8250;81;68;"Tidak Nyaman"
8251;81;69;"Tidak Nyaman"
8252;81;70;"Tidak Nyaman"
8253;81;71;"Tidak Nyaman"
8254;81;72;"Tidak Nyaman"
8255;81;73;"Tidak Nyaman"
8256;81;74;"Tidak Nyaman"
8257;81;75;"Tidak Nyaman"
8258;81;76;"Tidak Nyaman"
8259;81;77;"Tidak Nyaman"
8260;81;78;"Tidak Nyaman"
8261;81;79;"Tidak Nyaman"
8262;81;80;"Tidak Nyaman"
8263;81;81;"Tidak Nyaman"
8264;81;82;"Tidak Nyaman"
8265;81;83;"Tidak Nyaman"
8266;81;84;"Tidak Nyaman"
8267;81;85;"Tidak Nyaman"
8268;81;86;"Tidak Nyaman"
8269;81;87;"Tidak Nyaman"
8270;81;88;"Tidak Nyaman"
8271;81;89;"Tidak Nyaman"
8272;81;90;"Tidak Nyaman"
8273;81;91;"Tidak Nyaman"
8274;81;92;"Tidak Nyaman"
8275;81;93;"Tidak Nyaman"
8276;81;94;"Tidak Nyaman"
8277;81;95;"Tidak Nyaman"
8278;81;96;"Tidak Nyaman"
8279;81;97;"Tidak Nyaman"
8280;81;98;"Tidak Nyaman"
8281;81;99;"Tidak Nyaman"
8282;81;100;"Tidak Nyaman"
8283;82;0;"Tidak Nyaman"
8284;82;1;"Tidak Nyaman"
8285;82;2;"Tidak Nyaman"
8286;82;3;"Tidak Nyaman"
8287;82;4;"Tidak Nyaman"
8288;82;5;"Tidak Nyaman"
8289;82;6;"Tidak Nyaman"
8290;82;7;"Tidak Nyaman"
8291;82;8;"Tidak Nyaman"
8292;82;9;"Tidak Nyaman"
8293;82;10;"Tidak Nyaman"
8294;82;11;"Tidak Nyaman"
8295;82;12;"Tidak Nyaman"
8296;82;13;"Tidak Nyaman"
8297;82;14;"Tidak Nyaman"
8298;82;15;"Tidak Nyaman"
8299;82;16;"Tidak Nyaman"
8300;82;17;"Tidak Nyaman"
8301;82;18;"Tidak Nyaman"
8302;82;19;"Tidak Nyaman"
8303;82;20;"Tidak Nyaman"
8304;82;21;"Tidak Nyaman"
8305;82;22;"Tidak Nyaman"
8306;82;23;"Tidak Nyaman"
8307;82;24;"Tidak Nyaman"
8308;82;25;"Tidak Nyaman"
8309;82;26;"Tidak Nyaman"
8310;82;27;"Tidak Nyaman"
8311;82;28;"Tidak Nyaman"
8312;82;29;"Tidak Nyaman"
8313;82;30;"Tidak Nyaman"
8314;82;31;"Tidak Nyaman"
8315;82;32;"Tidak Nyaman"
8316;82;33;"Tidak Nyaman"
8317;82;34;"Tidak Nyaman"
8318;82;35;"Tidak Nyaman"
8319;82;36;"Tidak Nyaman"
8320;82;37;"Tidak Nyaman"
8321;82;38;"Tidak Nyaman"
8322;82;39;"Tidak Nyaman"
8323;82;40;"Tidak Nyaman"
8324;82;41;"Tidak Nyaman"
8325;82;42;"Tidak Nyaman"
8326;82;43;"Tidak Nyaman"
8327;82;44;"Tidak Nyaman"
8328;82;45;"Tidak Nyaman"
8329;82;46;"Tidak Nyaman"
8330;82;47;"Tidak Nyaman"
8331;82;48;"Tidak Nyaman"
8332;82;49;"Tidak Nyaman"
8333;82;50;"Tidak Nyaman"
8334;82;51;"Tidak Nyaman"
8335;82;52;"Tidak Nyaman"
8336;82;53;"Tidak Nyaman"
8337;82;54;"Tidak Nyaman"
8338;82;55;"Tidak Nyaman"
8339;82;56;"Tidak Nyaman"
8340;82;57;"Tidak Nyaman"
8341;82;58;"Tidak Nyaman"
8342;82;59;"Tidak Nyaman"
8343;82;60;"Tidak Nyaman"
8344;82;61;"Tidak Nyaman"
8345;82;62;"Tidak Nyaman"
8346;82;63;"Tidak Nyaman"
8347;82;64;"Tidak Nyaman"
8348;82;65;"Tidak Nyaman"
8349;82;66;"Tidak Nyaman"
8350;82;67;"Tidak Nyaman"
8351;82;68;"Tidak Nyaman"
8352;82;69;"Tidak Nyaman"
8353;82;70;"Tidak Nyaman"
8354;82;71;"Tidak Nyaman"
8355;82;72;"Tidak Nyaman"
8356;82;73;"Tidak Nyaman"
8357;82;74;"Tidak Nyaman"
8358;82;75;"Tidak Nyaman"
8359;82;76;"Tidak Nyaman"
8360;82;77;"Tidak Nyaman"
8361;82;78;"Tidak Nyaman"
8362;82;79;"Tidak Nyaman"
8363;82;80;"Tidak Nyaman"
8364;82;81;"Tidak Nyaman"
8365;82;82;"Tidak Nyaman"
8366;82;83;"Tidak Nyaman"
8367;82;84;"Tidak Nyaman"
8368;82;85;"Tidak Nyaman"
8369;82;86;"Tidak Nyaman"
8370;82;87;"Tidak Nyaman"
8371;82;88;"Tidak Nyaman"
8372;82;89;"Tidak Nyaman"
8373;82;90;"Tidak Nyaman"
8374;82;91;"Tidak Nyaman"
8375;82;92;"Tidak Nyaman"
8376;82;93;"Tidak Nyaman"
8377;82;94;"Tidak Nyaman"
8378;82;95;"Tidak Nyaman"
8379;82;96;"Tidak Nyaman"
8380;82;97;"Tidak Nyaman"
8381;82;98;"Tidak Nyaman"
8382;82;99;"Tidak Nyaman"
8383;82;100;"Tidak Nyaman"
8384;83;0;"Tidak Nyaman"
8385;83;1;"Tidak Nyaman"
8386;83;2;"Tidak Nyaman"
8387;83;3;"Tidak Nyaman"
8388;83;4;"Tidak Nyaman"
8389;83;5;"Tidak Nyaman"
8390;83;6;"Tidak Nyaman"
8391;83;7;"Tidak Nyaman"
8392;83;8;"Tidak Nyaman"
8393;83;9;"Tidak Nyaman"
8394;83;10;"Tidak Nyaman"
8395;83;11;"Tidak Nyaman"
8396;83;12;"Tidak Nyaman"
8397;83;13;"Tidak Nyaman"
8398;83;14;"Tidak Nyaman"
8399;83;15;"Tidak Nyaman"
8400;83;16;"Tidak Nyaman"
8401;83;17;"Tidak Nyaman"
8402;83;18;"Tidak Nyaman"
8403;83;19;"Tidak Nyaman"
8404;83;20;"Tidak Nyaman"
8405;83;21;"Tidak Nyaman"
8406;83;22;"Tidak Nyaman"
8407;83;23;"Tidak Nyaman"
8408;83;24;"Tidak Nyaman"
8409;83;25;"Tidak Nyaman"
8410;83;26;"Tidak Nyaman"
8411;83;27;"Tidak Nyaman"
8412;83;28;"Tidak Nyaman"
8413;83;29;"Tidak Nyaman"
8414;83;30;"Tidak Nyaman"
8415;83;31;"Tidak Nyaman"
8416;83;32;"Tidak Nyaman"
8417;83;33;"Tidak Nyaman"
8418;83;34;"Tidak Nyaman"
8419;83;35;"Tidak Nyaman"
8420;83;36;"Tidak Nyaman"
8421;83;37;"Tidak Nyaman"
8422;83;38;"Tidak Nyaman"
8423;83;39;"Tidak Nyaman"
8424;83;40;"Tidak Nyaman"
8425;83;41;"Tidak Nyaman"
8426;83;42;"Tidak Nyaman"
8427;83;43;"Tidak Nyaman"
8428;83;44;"Tidak Nyaman"
8429;83;45;"Tidak Nyaman"
8430;83;46;"Tidak Nyaman"
8431;83;47;"Tidak Nyaman"
8432;83;48;"Tidak Nyaman"
8433;83;49;"Tidak Nyaman"
8434;83;50;"Tidak Nyaman"
8435;83;51;"Tidak Nyaman"
8436;83;52;"Tidak Nyaman"
8437;83;53;"Tidak Nyaman"
8438;83;54;"Tidak Nyaman"
8439;83;55;"Tidak Nyaman"
8440;83;56;"Tidak Nyaman"
8441;83;57;"Tidak Nyaman"
8442;83;58;"Tidak Nyaman"
8443;83;59;"Tidak Nyaman"
8444;83;60;"Tidak Nyaman"
8445;83;61;"Tidak Nyaman"
8446;83;62;"Tidak Nyaman"
8447;83;63;"Tidak Nyaman"
8448;83;64;"Tidak Nyaman"
8449;83;65;"Tidak Nyaman"
8450;83;66;"Tidak Nyaman"
8451;83;67;"Tidak Nyaman"
8452;83;68;"Tidak Nyaman"
8453;83;69;"Tidak Nyaman"
8454;83;70;"Tidak Nyaman"
8455;83;71;"Tidak Nyaman"
8456;83;72;"Tidak Nyaman"
8457;83;73;"Tidak Nyaman"
8458;83;74;"Tidak Nyaman"
8459;83;75;"Tidak Nyaman"
8460;83;76;"Tidak Nyaman"
8461;83;77;"Tidak Nyaman"
8462;83;78;"Tidak Nyaman"
8463;83;79;"Tidak Nyaman"
8464;83;80;"Tidak Nyaman"
8465;83;81;"Tidak Nyaman"
8466;83;82;"Tidak Nyaman"
8467;83;83;"Tidak Nyaman"
8468;83;84;"Tidak Nyaman"
8469;83;85;"Tidak Nyaman"
8470;83;86;"Tidak Nyaman"
8471;83;87;"Tidak Nyaman"
8472;83;88;"Tidak Nyaman"
8473;83;89;"Tidak Nyaman"
8474;83;90;"Tidak Nyaman"
8475;83;91;"Tidak Nyaman"
8476;83;92;"Tidak Nyaman"
8477;83;93;"Tidak Nyaman"
8478;83;94;"Tidak Nyaman"
8479;83;95;"Tidak Nyaman"
8480;83;96;"Tidak Nyaman"
8481;83;97;"Tidak Nyaman"
8482;83;98;"Tidak Nyaman"
8483;83;99;"Tidak Nyaman"
8484;83;100;"Tidak Nyaman"
8485;84;0;"Tidak Nyaman"
8486;84;1;"Tidak Nyaman"
8487;84;2;"Tidak Nyaman"
8488;84;3;"Tidak Nyaman"
8489;84;4;"Tidak Nyaman"
8490;84;5;"Tidak Nyaman"
8491;84;6;"Tidak Nyaman"
8492;84;7;"Tidak Nyaman"
8493;84;8;"Tidak Nyaman"
8494;84;9;"Tidak Nyaman"
8495;84;10;"Tidak Nyaman"
8496;84;11;"Tidak Nyaman"
8497;84;12;"Tidak Nyaman"
8498;84;13;"Tidak Nyaman"
8499;84;14;"Tidak Nyaman"
8500;84;15;"Tidak Nyaman"
8501;84;16;"Tidak Nyaman"
8502;84;17;"Tidak Nyaman"
8503;84;18;"Tidak Nyaman"
8504;84;19;"Tidak Nyaman"
8505;84;20;"Tidak Nyaman"
8506;84;21;"Tidak Nyaman"
8507;84;22;"Tidak Nyaman"
8508;84;23;"Tidak Nyaman"
8509;84;24;"Tidak Nyaman"
8510;84;25;"Tidak Nyaman"
8511;84;26;"Tidak Nyaman"
8512;84;27;"Tidak Nyaman"
8513;84;28;"Tidak Nyaman"
8514;84;29;"Tidak Nyaman"
8515;84;30;"Tidak Nyaman"
8516;84;31;"Tidak Nyaman"
8517;84;32;"Tidak Nyaman"
8518;84;33;"Tidak Nyaman"
8519;84;34;"Tidak Nyaman"
8520;84;35;"Tidak Nyaman"
8521;84;36;"Tidak Nyaman"
8522;84;37;"Tidak Nyaman"
8523;84;38;"Tidak Nyaman"
8524;84;39;"Tidak Nyaman"
8525;84;40;"Tidak Nyaman"
8526;84;41;"Tidak Nyaman"
8527;84;42;"Tidak Nyaman"
8528;84;43;"Tidak Nyaman"
8529;84;44;"Tidak Nyaman"
8530;84;45;"Tidak Nyaman"
8531;84;46;"Tidak Nyaman"
8532;84;47;"Tidak Nyaman"
8533;84;48;"Tidak Nyaman"
8534;84;49;"Tidak Nyaman"
8535;84;50;"Tidak Nyaman"
8536;84;51;"Tidak Nyaman"
8537;84;52;"Tidak Nyaman"
8538;84;53;"Tidak Nyaman"
8539;84;54;"Tidak Nyaman"
8540;84;55;"Tidak Nyaman"
8541;84;56;"Tidak Nyaman"
8542;84;57;"Tidak Nyaman"
8543;84;58;"Tidak Nyaman"
8544;84;59;"Tidak Nyaman"
8545;84;60;"Tidak Nyaman"
8546;84;61;"Tidak Nyaman"
8547;84;62;"Tidak Nyaman"
8548;84;63;"Tidak Nyaman"
8549;84;64;"Tidak Nyaman"
8550;84;65;"Tidak Nyaman"
8551;84;66;"Tidak Nyaman"
8552;84;67;"Tidak Nyaman"
8553;84;68;"Tidak Nyaman"
8554;84;69;"Tidak Nyaman"
8555;84;70;"Tidak Nyaman"
8556;84;71;"Tidak Nyaman"
8557;84;72;"Tidak Nyaman"
8558;84;73;"Tidak Nyaman"
8559;84;74;"Tidak Nyaman"
8560;84;75;"Tidak Nyaman"
8561;84;76;"Tidak Nyaman"
8562;84;77;"Tidak Nyaman"
8563;84;78;"Tidak Nyaman"
8564;84;79;"Tidak Nyaman"
8565;84;80;"Tidak Nyaman"
8566;84;81;"Tidak Nyaman"
8567;84;82;"Tidak Nyaman"
8568;84;83;"Tidak Nyaman"
8569;84;84;"Tidak Nyaman"
8570;84;85;"Tidak Nyaman"
8571;84;86;"Tidak Nyaman"
8572;84;87;"Tidak Nyaman"
8573;84;88;"Tidak Nyaman"
8574;84;89;"Tidak Nyaman"
8575;84;90;"Tidak Nyaman"
8576;84;91;"Tidak Nyaman"
8577;84;92;"Tidak Nyaman"
8578;84;93;"Tidak Nyaman"
8579;84;94;"Tidak Nyaman"
8580;84;95;"Tidak Nyaman"
8581;84;96;"Tidak Nyaman"
8582;84;97;"Tidak Nyaman"
8583;84;98;"Tidak Nyaman"
8584;84;99;"Tidak Nyaman"
8585;84;100;"Tidak Nyaman"
8586;85;0;"Tidak Nyaman"
8587;85;1;"Tidak Nyaman"
8588;85;2;"Tidak Nyaman"
8589;85;3;"Tidak Nyaman"
8590;85;4;"Tidak Nyaman"
8591;85;5;"Tidak Nyaman"
8592;85;6;"Tidak Nyaman"
8593;85;7;"Tidak Nyaman"
8594;85;8;"Tidak Nyaman"
8595;85;9;"Tidak Nyaman"
8596;85;10;"Tidak Nyaman"
8597;85;11;"Tidak Nyaman"
8598;85;12;"Tidak Nyaman"
8599;85;13;"Tidak Nyaman"
8600;85;14;"Tidak Nyaman"
8601;85;15;"Tidak Nyaman"
8602;85;16;"Tidak Nyaman"
8603;85;17;"Tidak Nyaman"
8604;85;18;"Tidak Nyaman"
8605;85;19;"Tidak Nyaman"
8606;85;20;"Tidak Nyaman"
8607;85;21;"Tidak Nyaman"
8608;85;22;"Tidak Nyaman"
8609;85;23;"Tidak Nyaman"
8610;85;24;"Tidak Nyaman"
8611;85;25;"Tidak Nyaman"
8612;85;26;"Tidak Nyaman"
8613;85;27;"Tidak Nyaman"
8614;85;28;"Tidak Nyaman"
8615;85;29;"Tidak Nyaman"
8616;85;30;"Tidak Nyaman"
8617;85;31;"Tidak Nyaman"
8618;85;32;"Tidak Nyaman"
8619;85;33;"Tidak Nyaman"
8620;85;34;"Tidak Nyaman"
8621;85;35;"Tidak Nyaman"
8622;85;36;"Tidak Nyaman"
8623;85;37;"Tidak Nyaman"
8624;85;38;"Tidak Nyaman"
8625;85;39;"Tidak Nyaman"
8626;85;40;"Tidak Nyaman"
8627;85;41;"Tidak Nyaman"
8628;85;42;"Tidak Nyaman"
8629;85;43;"Tidak Nyaman"
8630;85;44;"Tidak Nyaman"
8631;85;45;"Tidak Nyaman"
8632;85;46;"Tidak Nyaman"
8633;85;47;"Tidak Nyaman"
8634;85;48;"Tidak Nyaman"
8635;85;49;"Tidak Nyaman"
8636;85;50;"Tidak Nyaman"
8637;85;51;"Tidak Nyaman"
8638;85;52;"Tidak Nyaman"
8639;85;53;"Tidak Nyaman"
8640;85;54;"Tidak Nyaman"
8641;85;55;"Tidak Nyaman"
8642;85;56;"Tidak Nyaman"
8643;85;57;"Tidak Nyaman"
8644;85;58;"Tidak Nyaman"
8645;85;59;"Tidak Nyaman"
8646;85;60;"Tidak Nyaman"
8647;85;61;"Tidak Nyaman"
8648;85;62;"Tidak Nyaman"
8649;85;63;"Tidak Nyaman"
8650;85;64;"Tidak Nyaman"
8651;85;65;"Tidak Nyaman"
8652;85;66;"Tidak Nyaman"
8653;85;67;"Tidak Nyaman"
8654;85;68;"Tidak Nyaman"
8655;85;69;"Tidak Nyaman"
8656;85;70;"Tidak Nyaman"
8657;85;71;"Tidak Nyaman"
8658;85;72;"Tidak Nyaman"
8659;85;73;"Tidak Nyaman"
8660;85;74;"Tidak Nyaman"
8661;85;75;"Tidak Nyaman"
8662;85;76;"Tidak Nyaman"
8663;85;77;"Tidak Nyaman"
8664;85;78;"Tidak Nyaman"
8665;85;79;"Tidak Nyaman"
8666;85;80;"Tidak Nyaman"
8667;85;81;"Tidak Nyaman"
8668;85;82;"Tidak Nyaman"
8669;85;83;"Tidak Nyaman"
8670;85;84;"Tidak Nyaman"
8671;85;85;"Tidak Nyaman"
8672;85;86;"Tidak Nyaman"
8673;85;87;"Tidak Nyaman"
8674;85;88;"Tidak Nyaman"
8675;85;89;"Tidak Nyaman"
8676;85;90;"Tidak Nyaman"
8677;85;91;"Tidak Nyaman"
8678;85;92;"Tidak Nyaman"
8679;85;93;"Tidak Nyaman"
8680;85;94;"Tidak Nyaman"
8681;85;95;"Tidak Nyaman"
8682;85;96;"Tidak Nyaman"
8683;85;97;"Tidak Nyaman"
8684;85;98;"Tidak Nyaman"
8685;85;99;"Tidak Nyaman"
8686;85;100;"Tidak Nyaman"
8687;86;0;"Tidak Nyaman"
8688;86;1;"Tidak Nyaman"
8689;86;2;"Tidak Nyaman"
8690;86;3;"Tidak Nyaman"
8691;86;4;"Tidak Nyaman"
8692;86;5;"Tidak Nyaman"
8693;86;6;"Tidak Nyaman"
8694;86;7;"Tidak Nyaman"
8695;86;8;"Tidak Nyaman"
8696;86;9;"Tidak Nyaman"
8697;86;10;"Tidak Nyaman"
8698;86;11;"Tidak Nyaman"
8699;86;12;"Tidak Nyaman"
8700;86;13;"Tidak Nyaman"
8701;86;14;"Tidak Nyaman"
8702;86;15;"Tidak Nyaman"
8703;86;16;"Tidak Nyaman"
8704;86;17;"Tidak Nyaman"
8705;86;18;"Tidak Nyaman"
8706;86;19;"Tidak Nyaman"
8707;86;20;"Tidak Nyaman"
8708;86;21;"Tidak Nyaman"
8709;86;22;"Tidak Nyaman"
8710;86;23;"Tidak Nyaman"
8711;86;24;"Tidak Nyaman"
8712;86;25;"Tidak Nyaman"
8713;86;26;"Tidak Nyaman"
8714;86;27;"Tidak Nyaman"
8715;86;28;"Tidak Nyaman"
8716;86;29;"Tidak Nyaman"
8717;86;30;"Tidak Nyaman"
8718;86;31;"Tidak Nyaman"
8719;86;32;"Tidak Nyaman"
8720;86;33;"Tidak Nyaman"
8721;86;34;"Tidak Nyaman"
8722;86;35;"Tidak Nyaman"
8723;86;36;"Tidak Nyaman"
8724;86;37;"Tidak Nyaman"
8725;86;38;"Tidak Nyaman"
8726;86;39;"Tidak Nyaman"
8727;86;40;"Tidak Nyaman"
8728;86;41;"Tidak Nyaman"
8729;86;42;"Tidak Nyaman"
8730;86;43;"Tidak Nyaman"
8731;86;44;"Tidak Nyaman"
8732;86;45;"Tidak Nyaman"
8733;86;46;"Tidak Nyaman"
8734;86;47;"Tidak Nyaman"
8735;86;48;"Tidak Nyaman"
8736;86;49;"Tidak Nyaman"
8737;86;50;"Tidak Nyaman"
8738;86;51;"Tidak Nyaman"
8739;86;52;"Tidak Nyaman"
8740;86;53;"Tidak Nyaman"
8741;86;54;"Tidak Nyaman"
8742;86;55;"Tidak Nyaman"
8743;86;56;"Tidak Nyaman"
8744;86;57;"Tidak Nyaman"
8745;86;58;"Tidak Nyaman"
8746;86;59;"Tidak Nyaman"
8747;86;60;"Tidak Nyaman"
8748;86;61;"Tidak Nyaman"
8749;86;62;"Tidak Nyaman"
8750;86;63;"Tidak Nyaman"
8751;86;64;"Tidak Nyaman"
8752;86;65;"Tidak Nyaman"
8753;86;66;"Tidak Nyaman"
8754;86;67;"Tidak Nyaman"
8755;86;68;"Tidak Nyaman"
8756;86;69;"Tidak Nyaman"
8757;86;70;"Tidak Nyaman"
8758;86;71;"Tidak Nyaman"
8759;86;72;"Tidak Nyaman"
8760;86;73;"Tidak Nyaman"
8761;86;74;"Tidak Nyaman"
8762;86;75;"Tidak Nyaman"
8763;86;76;"Tidak Nyaman"
8764;86;77;"Tidak Nyaman"
8765;86;78;"Tidak Nyaman"
8766;86;79;"Tidak Nyaman"
8767;86;80;"Tidak Nyaman"
8768;86;81;"Tidak Nyaman"
8769;86;82;"Tidak Nyaman"
8770;86;83;"Tidak Nyaman"
8771;86;84;"Tidak Nyaman"
8772;86;85;"Tidak Nyaman"
8773;86;86;"Tidak Nyaman"
8774;86;87;"Tidak Nyaman"
8775;86;88;"Tidak Nyaman"
8776;86;89;"Tidak Nyaman"
8777;86;90;"Tidak Nyaman"
8778;86;91;"Tidak Nyaman"
8779;86;92;"Tidak Nyaman"
8780;86;93;"Tidak Nyaman"
8781;86;94;"Tidak Nyaman"
8782;86;95;"Tidak Nyaman"
8783;86;96;"Tidak Nyaman"
8784;86;97;"Tidak Nyaman"
8785;86;98;"Tidak Nyaman"
8786;86;99;"Tidak Nyaman"
8787;86;100;"Tidak Nyaman"
8788;87;0;"Tidak Nyaman"
8789;87;1;"Tidak Nyaman"
8790;87;2;"Tidak Nyaman"
8791;87;3;"Tidak Nyaman"
8792;87;4;"Tidak Nyaman"
8793;87;5;"Tidak Nyaman"
8794;87;6;"Tidak Nyaman"
8795;87;7;"Tidak Nyaman"
8796;87;8;"Tidak Nyaman"
8797;87;9;"Tidak Nyaman"
8798;87;10;"Tidak Nyaman"
8799;87;11;"Tidak Nyaman"
8800;87;12;"Tidak Nyaman"
8801;87;13;"Tidak Nyaman"
8802;87;14;"Tidak Nyaman"
8803;87;15;"Tidak Nyaman"
8804;87;16;"Tidak Nyaman"
8805;87;17;"Tidak Nyaman"
8806;87;18;"Tidak Nyaman"
8807;87;19;"Tidak Nyaman"
8808;87;20;"Tidak Nyaman"
8809;87;21;"Tidak Nyaman"
8810;87;22;"Tidak Nyaman"
8811;87;23;"Tidak Nyaman"
8812;87;24;"Tidak Nyaman"
8813;87;25;"Tidak Nyaman"
8814;87;26;"Tidak Nyaman"
8815;87;27;"Tidak Nyaman"
8816;87;28;"Tidak Nyaman"
8817;87;29;"Tidak Nyaman"
8818;87;30;"Tidak Nyaman"
8819;87;31;"Tidak Nyaman"
8820;87;32;"Tidak Nyaman"
8821;87;33;"Tidak Nyaman"
8822;87;34;"Tidak Nyaman"
8823;87;35;"Tidak Nyaman"
8824;87;36;"Tidak Nyaman"
8825;87;37;"Tidak Nyaman"
8826;87;38;"Tidak Nyaman"
8827;87;39;"Tidak Nyaman"
8828;87;40;"Tidak Nyaman"
8829;87;41;"Tidak Nyaman"
8830;87;42;"Tidak Nyaman"
8831;87;43;"Tidak Nyaman"
8832;87;44;"Tidak Nyaman"
8833;87;45;"Tidak Nyaman"
8834;87;46;"Tidak Nyaman"
8835;87;47;"Tidak Nyaman"
8836;87;48;"Tidak Nyaman"
8837;87;49;"Tidak Nyaman"
8838;87;50;"Tidak Nyaman"
8839;87;51;"Tidak Nyaman"
8840;87;52;"Tidak Nyaman"
8841;87;53;"Tidak Nyaman"
8842;87;54;"Tidak Nyaman"
8843;87;55;"Tidak Nyaman"
8844;87;56;"Tidak Nyaman"
8845;87;57;"Tidak Nyaman"
8846;87;58;"Tidak Nyaman"
8847;87;59;"Tidak Nyaman"
8848;87;60;"Tidak Nyaman"
8849;87;61;"Tidak Nyaman"
8850;87;62;"Tidak Nyaman"
8851;87;63;"Tidak Nyaman"
8852;87;64;"Tidak Nyaman"
8853;87;65;"Tidak Nyaman"
8854;87;66;"Tidak Nyaman"
8855;87;67;"Tidak Nyaman"
8856;87;68;"Tidak Nyaman"
8857;87;69;"Tidak Nyaman"
8858;87;70;"Tidak Nyaman"
8859;87;71;"Tidak Nyaman"
8860;87;72;"Tidak Nyaman"
8861;87;73;"Tidak Nyaman"
8862;87;74;"Tidak Nyaman"
8863;87;75;"Tidak Nyaman"
8864;87;76;"Tidak Nyaman"
8865;87;77;"Tidak Nyaman"
8866;87;78;"Tidak Nyaman"
8867;87;79;"Tidak Nyaman"
8868;87;80;"Tidak Nyaman"
8869;87;81;"Tidak Nyaman"
8870;87;82;"Tidak Nyaman"
8871;87;83;"Tidak Nyaman"
8872;87;84;"Tidak Nyaman"
8873;87;85;"Tidak Nyaman"
8874;87;86;"Tidak Nyaman"
8875;87;87;"Tidak Nyaman"
8876;87;88;"Tidak Nyaman"
8877;87;89;"Tidak Nyaman"
8878;87;90;"Tidak Nyaman"
8879;87;91;"Tidak Nyaman"
8880;87;92;"Tidak Nyaman"
8881;87;93;"Tidak Nyaman"
8882;87;94;"Tidak Nyaman"
8883;87;95;"Tidak Nyaman"
8884;87;96;"Tidak Nyaman"
8885;87;97;"Tidak Nyaman"
8886;87;98;"Tidak Nyaman"
8887;87;99;"Tidak Nyaman"
8888;87;100;"Tidak Nyaman"
8889;88;0;"Tidak Nyaman"
8890;88;1;"Tidak Nyaman"
8891;88;2;"Tidak Nyaman"
8892;88;3;"Tidak Nyaman"
8893;88;4;"Tidak Nyaman"
8894;88;5;"Tidak Nyaman"
8895;88;6;"Tidak Nyaman"
8896;88;7;"Tidak Nyaman"
8897;88;8;"Tidak Nyaman"
8898;88;9;"Tidak Nyaman"
8899;88;10;"Tidak Nyaman"
8900;88;11;"Tidak Nyaman"
8901;88;12;"Tidak Nyaman"
8902;88;13;"Tidak Nyaman"
8903;88;14;"Tidak Nyaman"
8904;88;15;"Tidak Nyaman"
8905;88;16;"Tidak Nyaman"
8906;88;17;"Tidak Nyaman"
8907;88;18;"Tidak Nyaman"
8908;88;19;"Tidak Nyaman"
8909;88;20;"Tidak Nyaman"
8910;88;21;"Tidak Nyaman"
8911;88;22;"Tidak Nyaman"
8912;88;23;"Tidak Nyaman"
8913;88;24;"Tidak Nyaman"
8914;88;25;"Tidak Nyaman"
8915;88;26;"Tidak Nyaman"
8916;88;27;"Tidak Nyaman"
8917;88;28;"Tidak Nyaman"
8918;88;29;"Tidak Nyaman"
8919;88;30;"Tidak Nyaman"
8920;88;31;"Tidak Nyaman"
8921;88;32;"Tidak Nyaman"
8922;88;33;"Tidak Nyaman"
8923;88;34;"Tidak Nyaman"
8924;88;35;"Tidak Nyaman"
8925;88;36;"Tidak Nyaman"
8926;88;37;"Tidak Nyaman"
8927;88;38;"Tidak Nyaman"
8928;88;39;"Tidak Nyaman"
